,HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
182,NO,-1,NO,NO,NO,1,0,0,4,1867036,https://www.jutarnji.hr/naslovnica/hrvatska-je-umorna-od-novih-pocetaka-restartovu-programu-nedostaju-dva-kljucna-detalja-tko-sve-te-zamisljene-mjere-zna-provesti-i-tko-ih-moze-platiti-10351594,HRVATSKA JE UMORNA OD NOVIH POČETAKA Restartovu programu nedostaju dva ključna detalja: Tko sve te zamišljene mjere zna provesti i tko ih može platiti,2020-05-29
183,NO,1,NO,NO,NO,1,0,0,5,1837933,https://www.jutarnji.hr/naslovnica/komentar-ivanke-tome-sdp-ov-prijedlog-zakona-o-podrijetlu-imovine-hladno-je-docekan-ne-bez-razloga-10351765,KOMENTAR IVANKE TOME: SDP-ov prijedlog zakona o podrijetlu imovine hladno je dočekan. Ne bez razloga,2020-05-29
184,1,-1,NO,NO,NO,1,0,0,3,1856451,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-iskoristio-poruku-milanovica-da-bocne-sdp-ako-ne-zeli-izaci-na-izbore-to-je-prvo-poruka-bernardicu-ali-i-onima-koji-su-glasali-za-njega-10355023,"PLENKOVIĆ ISKORISTIO PORUKU MILANOVIĆA DA BOCNE SDP 'Ako ne želi izaći na izbore to je prvo poruka Bernardiću, ali i onima koji su glasali za njega'",2020-05-29
185,-1,NO,NO,NO,NO,0,0,1,5,2402555,https://www.index.hr/clanak.aspx?id=2186492,"Zvali su je kraljicom HDZ-a, danas je uhićena. Tko je Josipa Rimac?",2020-05-29
186,1,NO,NO,NO,NO,1,0,1,5,2402272,https://www.index.hr/clanak.aspx?id=2186665,Ćorić o uhićenjima: Ne vjerujem da ovakve situacije mogu utjecati na rezultat izbora,2020-05-29
187,-1,NO,NO,NO,1,0,0,1,3,2402516,https://www.index.hr/clanak.aspx?id=2186502,"Škorin Domovinski pokret ima novu članicu, prije je bila u HDZ-u",2020-05-29
188,-1,0,NO,NO,1,1,0,1,6,2402209,https://www.index.hr/clanak.aspx?id=2186594,Škorina stranka o uhićenjima: Ovu predstavu treba uzeti s velikom rezervom,2020-05-29
189,-1,-1,NO,NO,NO,1,0,0,5,2402481,https://www.index.hr/clanak.aspx?id=2186453,"Šprajc: Stiže vreća para iz Bruxellesa! Bit će i za drugi i treći val, a i za prasiće",2020-05-29
190,0,NO,NO,NO,0,1,0,0,5,2402566,https://www.index.hr/clanak.aspx?id=2186546,Plenković komentirao uhićenja HDZ-ovaca,2020-05-29
191,1,NO,NO,NO,NO,1,0,0,3,2402266,https://www.index.hr/clanak.aspx?id=2186657,Plenković: Jako mi je čudno da predsjednik ne poštuje da je Dan državnosti 30. 5.,2020-05-29
192,1,NO,NO,NO,NO,1,0,1,6,2402589,https://www.index.hr/clanak.aspx?id=2186540,"Reakcije na uhićenja u Hrvatskim šumama: ""Imaju status zločinačke organizacije""",2020-05-29
193,1,NO,NO,NO,NO,1,0,0,3,2402513,https://www.index.hr/clanak.aspx?id=2186472,"Stier dobio mjesto na HDZ-ovoj listi, predvodi je Medved",2020-05-29
194,-1,NO,NO,1,NO,0,1,1,5,2402222,https://www.index.hr/clanak.aspx?id=2186608,Tomašević: Ovo su HDZ-ova predizborna uhićenja,2020-05-29
195,-1,-1,0,NO,NO,1,1,0,5,2402282,https://www.index.hr/clanak.aspx?id=2186676,"Grmoja: Ušli smo u finiš kampanje, imamo uhićenja",2020-05-29
196,-1,NO,0,NO,NO,0,1,1,6,2402268,https://www.index.hr/clanak.aspx?id=2186639,Kako je HDZ mjesec dana prije izbora shvatio da je dosta HDZ-ove pljačke,2020-05-29
197,-1,NO,NO,NO,NO,1,1,1,6,2402608,https://www.index.hr/clanak.aspx?id=2186561,Laburisti o uhićenjima u Hrvatskim šumama: Tu domoljublja nema,2020-05-29
198,-1,NO,NO,NO,NO,1,0,1,6,2402620,https://www.index.hr/clanak.aspx?id=2186589,Mrsić: Ova uhićenja su HDZ-ova parada uoči izbora,2020-05-29
199,-1,NO,NO,NO,NO,0,0,1,7,2402301,https://www.index.hr/clanak.aspx?id=2186654,"Ovo je slika tri HDZ-ovke. Dvije su uhićene, treća je ministrica",2020-05-29
200,-1,NO,NO,NO,1,0,0,0,5,3644629,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/miroslav-skoro-i-ivan-penava-u-subotu-najavljuju-zajednicki-izlazak-na-izbore---607269.html,Pao službeni dogovor! Miroslav Škoro i Ivan Penava zajedno izlaze na izbore,2020-05-29
201,1,NO,NO,NO,NO,1,0,0,5,3625239,https://dnevnik.hr/vijesti/hrvatska/plenkovic-o-uhicenjima-drzavnih-duznosnika-ako-se-pokaze-da-je-netko-ucinio-neko-kazneno-djelo-za-to-treba-odgovarati-nema-nedodirljivih-nasa-poruka-je-jasna---607256.html,"Plenković o uhićenjima državnih dužnosnika: ""Nema nedodirljivih, naša je poruka jasna""",2020-05-29
202,1,NO,NO,NO,NO,1,0,0,3,3542424,https://dnevnik.hr/vijesti/hrvatska/plenkovic-cudno-mi-je-da-predsjednik-ne-postuje-zakonski-okvir-o-danu-drzavnosti---607317.html,Plenković: ''Čudno mi je da predsjednik ne poštuje zakonski okvir o Danu državnosti'',2020-05-29
203,1,NO,NO,NO,NO,1,0,1,4,2402196,https://www.index.hr/clanak.aspx?id=2186599,"Aladrović: Institucije rade svoj posao, pravna država funkcionira",2020-05-29
204,-1,NO,0,NO,NO,1,0,1,6,6688973,https://www.index.hr/vijesti/clanak/dalija-oreskovic-hdz-je-poslao-poruku-da-imaju-pravosudje-na-daljinskom-upravljacu/2186669.aspx,Dalija Orešković: HDZ je poslao poruku da imaju pravosuđe na daljinskom upravljaču,2020-05-29
205,1,NO,NO,NO,0,1,0,0,4,411657,https://www.24sata.hr/news/plenkovic-tvrdi-pad-bdp-a-u-prvom-tromjesecju-je-ocekivan-696103,"Plenković tvrdi: Rast BDP-a za 0,4 posto je ohrabrujući signal",2020-05-29
206,0,NO,NO,NO,NO,1,0,0,4,82764,https://www.24sata.hr/news/prvi-hrvatski-lovac-na-uhljebe-razotkrio-je-nakaradni-sustav-695947,Prvi hrvatski lovac na uhljebe: Razotkrio je nakaradni sustav,2020-05-29
207,1,NO,NO,NO,NO,1,0,0,2,3539601,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/dorh-glavna-drzavna-odvjetnica-nije-na-fotografiji-iz-stozera-domoljubne-koalicije---607233.html,"DORH: Glavna državna odvjetnica nije na fotografiji iz stožera Domoljubne koalicije, to je neprimjereno povezivanje",2020-05-29
208,0,NO,NO,NO,1,1,0,1,4,9946827,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/domovinski-pokret-predstavio-novo-pojacanje-ljiljanu-zmijanovic-domovina-se-voli-svakim-udahom-rijecju-i-djelom---607225.html,"Domovinski pokret predstavio novo pojačanje: ''Domovina se voli svakim udahom, riječju i djelom''",2020-05-29
209,1,0,NO,NO,NO,1,0,0,3,3630754,https://dnevnik.hr/vijesti/hrvatska/hrvatska-danas-slavi-dan-drzavnosti-no-drzavni-vrh-ce-ga-obiljeziti-bez-sloge-i-jedinstva---607333.html,"Hrvatska danas slavi Dan državnosti: Prije 30 godina konstituiran je Sabor, a tamo su bila dva aktualna zastupnika",2020-05-29
210,-1,NO,NO,NO,NO,1,0,1,6,9266540,https://www.vecernji.hr/vijesti/zasto-izvozimo-naftu-u-madarsku-1405605,Tajna odnosa sa sjevernim susjedom: Zašto izvozimo naftu u Mađarsku?,2020-05-28
211,1,NO,NO,NO,NO,1,0,0,4,6104112,https://www.vecernji.hr/vijesti/zeljka-markic-otkrila-ukradene-su-nam-zastave-hoda-za-zivot-za-sve-je-kriv-huskac-tomasevic-1405791,"Zagreb Pride: Bandić nam je skinuo LGBT zastave, Markić: Naše su ukrali",2020-05-28
212,1,0,-1,NO,0,1,1,0,5,6651905,https://www.vecernji.hr/vijesti/zasto-plenkovic-zaostrava-retoriku-prema-skori-1405623,Zašto Plenković zaoštrava retoriku prema Škori,2020-05-28
213,1,NO,NO,NO,NO,1,0,0,3,411670,https://www.24sata.hr/news/predsjednik-stav-gotovo-da-ne-postuje-kad-je-dan-drzavnosti-696131,'Milanovićevo neizlaženje na izbore je poruka Bernardiću...',2020-05-29
214,0,NO,NO,NO,NO,1,0,0,2,411538,https://www.24sata.hr/news/hrvoj-sipek-nije-na-fotografiji-iz-stozera-domoljubne-koalicije-695976,Hrvoj Šipek nije na fotografiji iz stožera Domoljubne koalicije,2020-05-29
215,0,0,NO,NO,NO,1,0,0,3,7242458,https://www.vecernji.hr/vijesti/milanovic-o-izlasku-na-izbore-pozivam-gradane-da-izadu-ja-cu-vidjeti-1405724,Novi će se vojni avioni vjerojatno nabavljati,2020-05-28
216,0,1,NO,NO,NO,1,0,0,4,8040192,https://www.vecernji.hr/vijesti/objavljujemo-cijeli-program-restart-koalicije-rast-placa-teritorijalni-preustroj-1405602,"Objavljujemo cijeli program Restart koalicije: Rast plaća, teritorijalni preustroj...",2020-05-28
217,NO,1,NO,NO,NO,1,0,0,5,4359174,https://www.vecernji.hr/vijesti/otkrivamo-detalje-programa-restart-koalicije-1405608,Otkrivamo detalje programa Restart koalicije,2020-05-28
218,1,NO,NO,NO,NO,1,0,0,4,4287805,https://www.vecernji.hr/vijesti/plenkovic-otkrio-u-kojoj-ce-jedinici-biti-nositelj-neka-se-bauk-ne-boji-necu-u-desetu-1405869,"Plenković otkrio u kojoj će jedinici biti nositelj: 'Neka se Bauk ne boji, neću u desetu'",2020-05-28
219,0,-1,NO,NO,NO,1,0,0,5,5942306,https://www.vecernji.hr/vijesti/sukob-klisovica-i-ministra-pavica-oko-podjele-novca-eu-voditeljica-ih-morala-prekidati-1405899,"Sukob Klisovića i ministra Pavića oko podjele novca EU, voditeljica ih morala prekidati",2020-05-28
220,-1,NO,NO,NO,NO,0,0,1,6,4330934,https://www.vecernji.hr/vijesti/bosnjakovic-potpuna-je-konstrukcija-da-sam-imao-tajni-sastanak-s-macekom-1405782,"Bošnjaković: ""Potpuna je konstrukcija da sam imao tajni sastanak s Mačekom""",2020-05-28
221,1,NO,NO,NO,NO,1,0,0,5,7265531,https://www.vecernji.hr/vijesti/plenkovic-prvi-na-dalmatinskoj-listi-ako-krsticevic-ne-pristane-1405600,HDZ počinje sastavljati izborne liste: Nagovaraju Plenkovića da nosi listu u Dalmaciji,2020-05-28
222,-1,1,NO,NO,NO,1,0,1,5,8813715,https://www.vecernji.hr/vijesti/uskoro-uzivo-hajdas-doncic-otkriva-detalje-sdp-ove-kampanje-u-studiju-vecernjeg-1405692,"Hajdaš Dončić o INA-i: To je veleizdaja HDZ-a, bana Jelačića ćemo opet morati okrenuti prema sjeveru",2020-05-28
223,1,NO,NO,NO,NO,1,0,0,5,6274607,https://www.vecernji.hr/vijesti/imperija-uzvraca-udarac-hdz-u-vukovaru-ekipirao-se-pred-predstojece-izbore-1405860,Imperija uzvraća udarac: HDZ u Vukovaru ekipirao se pred predstojeće izbore,2020-05-28
224,1,0,NO,NO,NO,1,0,0,3,5831731,https://www.vecernji.hr/vijesti/maric-jedno-od-imena-na-hdz-ovoj-listi-izbori-su-prilika-za-podnosenje-racuna-1405897,Marić jedno od imena na HDZ-ovoj listi? 'Izbori su prilika za podnošenje računa',2020-05-28
225,0,-1,NO,NO,NO,1,0,0,4,1864641,https://www.jutarnji.hr/vijesti/hrvatska/u-otvorenom-rasprava-o-izborima-macan-predvidio-ishod-kojeg-se-mnogi-pribojavaju-ne-bih-se-iznenadio-da-idemo-na-ponovljene-izbore-10348570,"U OTVORENOM RASPRAVA O IZBORIMA, MACAN PREDVIDIO ISHOD KOJEG SE MNOGI PRIBOJAVAJU 'Ne bih se iznenadio da idemo na ponovljene izbore'",2020-05-28
226,0,-1,NO,NO,1,1,0,0,4,1656298,https://www.jutarnji.hr/vijesti/hrvatska/stranka-umirovljenika-i-domovinski-pokret-potpisali-sporazum-predvidjeli-su-da-prosjecna-mirovina-za-puni-radni-staz-bude-75-od-prosjeka-place/10350322/,VIDEO: STRANKA UMIROVLJENIKA I DOMOVINSKI POKRET POTPISALI SPORAZUM Predvidjeli su da prosječna mirovina za puni radni staž bude 75% od prosjeka plaće,2020-05-28
227,0,0,1,0,0,1,1,0,4,1655989,https://www.jutarnji.hr/vijesti/hrvatska/zvonimir-troskot-hdz-i-sdp-su-jednaki-nema-problema-da-se-oni-skupe-u-jednu-koaliciju-hdz-je-donio-istanbulsku-pa-im-je-sdp-pljeskao-10351297,ZVONIMIR TROSKOT 'HDZ i SDP su jednaki. Nema problema da se oni skupe u jednu koaliciju. HDZ je donio Istanbulsku pa im je SDP pljeskao',2020-05-28
228,1,0,NO,NO,NO,1,0,0,3,6044945,https://www.vecernji.hr/vijesti/arsen-bauk-pohvalio-hdz-ovog-ministra-red-je-upisati-mu-plus-1405708,Arsen Bauk pohvalio HDZ-ovog ministra: 'Red je upisati mu plus',2020-05-28
229,-1,1,NO,NO,NO,1,0,1,6,1656057,https://www.jutarnji.hr/vijesti/hrvatska/nadvikivanje-u-otvorenom-klisovic-dolazi-svjezi-novac-iz-eu-ne-smije-zavrsiti-u-hdz-ovim-dzepovima-pavic-izgubili-ste-milijardu-eura-10351861,"NADVIKIVANJE U OTVORENOM Klisović: 'Dolazi svježi novac iz EU, ne smije završiti u HDZ-ovim džepovima!' PAVIĆ 'Izgubili ste milijardu eura'",2020-05-28
230,1,NO,NO,NO,NO,1,0,0,4,1656343,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-osim-najavljenih-10-mlrd-iz-eudobit-cemo-jos-barem-toliko-a-sigurno-i-vise-izbori-vidim-da-se-bauk-prepao-ali-ne-idem-u-10-jedinicu-10351285,"PLENKOVIĆ 'Osim najavljenih 10 mlrd. iz EU dobit ćemo još barem toliko, a sigurno i više! Izbori? Vidim da se Bauk prepao, ali ne idem u 10. jedinicu'",2020-05-28
231,1,NO,NO,NO,NO,1,0,0,5,1870612,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-u-dnevniku-hrt-a-otkrio-u-kojoj-izbornoj-jedinici-izlazi-na-izbore-vidim-da-se-bauk-prepao-ali-neka-se-ne-boji-ne-idem-u-10-jedinicu/10351285/,"PLENKOVIĆ U DNEVNIKU HRT-a OTKRIO U KOJOJ IZBORNOJ JEDINICI IZLAZI NA IZBORE 'Vidim da se Bauk prepao, ali neka se ne boji, ne idem u 10. jedinicu'",2020-05-28
232,1,NO,NO,NO,NO,1,0,0,3,1655995,https://www.jutarnji.hr/vijesti/hrvatska/povjerenik-za-vukovarski-ogranak-hdz-a-nakon-odlaska-penave-jaci-smo-nego-prije-jer-nam-je-posljednjih-dana-pristupilo-vise-od-100-novih-clanova-10351429,POVJERENIK ZA VUKOVARSKI OGRANAK HDZ-a NAKON ODLASKA PENAVE 'Jači smo nego prije jer nam je posljednjih dana pristupilo više od 100 novih članova',2020-05-28
233,1,NO,NO,NO,NO,1,0,0,5,1868142,https://www.jutarnji.hr/vijesti/hrvatska/sada-je-sve-jasno-brkic-i-kovac-su-otpisani-nekad-mocni-hdz-ovci-nisu-se-nasli-cak-ni-na-sirem-popisu-zagrebackog-ogranka-stranke-10348042,SADA JE SVE JASNO: BRKIĆ I KOVAČ SU OTPISANI! Nekad moćni HDZ-ovci nisu se našli čak ni na širem popisu zagrebačkog ogranka stranke,2020-05-28
234,NO,NO,NO,NO,1,1,0,0,4,2402715,https://www.index.hr/clanak.aspx?id=2186291,"Škoro ide na izbore sa Strankom umirovljenika, danas su potpisali sporazum",2020-05-28
235,1,0,NO,NO,NO,1,0,0,6,5473230,https://www.index.hr/vijesti/clanak/sto-se-krije-iza-plenkoviceve-najave-o-10-milijardi-eura-za-hrvatsku/2186353.aspx,Što se krije iza Plenkovićeve najave o 10 milijardi eura za Hrvatsku?,2020-05-28
236,0,-1,NO,NO,NO,1,0,1,5,2402461,https://www.index.hr/clanak.aspx?id=2186444,Žestoka rasprava HDZ-ovca i SDP-ovca u Otvorenom,2020-05-28
237,0,NO,NO,NO,-1,1,1,0,5,1868781,https://www.jutarnji.hr/vijesti/hrvatska/dogovori-li-se-sa-skorom-plenkovic-ce-pljunuti-na-sve-sto-je-dosad-ucinio-pupovac-u-velikom-intervjuu-otkrio-je-li-pozalio-zbog-koalicije-s-hdz-om-10350853,"'DOGOVORI LI SE SA ŠKOROM, PLENKOVIĆ ĆE PLJUNUTI NA SVE ŠTO JE DOSAD UČINIO' Pupovac u velikom intervjuu otkrio je li požalio zbog koalicije s HDZ-om",2020-05-28
238,NO,NO,NO,NO,NO,1,0,0,3,1862534,https://www.jutarnji.hr/vijesti/hrvatska/izadite-na-izbore-a-ja-cu-vidjeti-predsjednik-milanovic-ponovno-progovorio-o-izjavi-koja-je-digla-buru-u-javnosti-ima-i-poruku-za-kriticare-10349401,"'IZAĐITE NA IZBORE, A JA ĆU VIDJETI!' Predsjednik Milanović ponovno progovorio o izjavi koja je digla buru u javnosti, ima i poruku za kritičare",2020-05-28
239,1,NO,NO,NO,NO,1,0,0,4,2402410,https://www.index.hr/clanak.aspx?id=2186415,Plenković otkrio u kojoj izbornoj jedinici izlazi na izbore,2020-05-28
240,1,NO,NO,NO,NO,1,0,1,5,2402426,https://www.index.hr/clanak.aspx?id=2186417,Povjerenik vukovarskog HDZ-a: Više od 100 Vukovaraca zatražilo je pristupnicu,2020-05-28
241,1,NO,NO,NO,0,1,1,0,5,2402817,https://www.index.hr/clanak.aspx?id=2186383,"Pupovac: Ako Plenković ode sa Škorom, pljunut će na sve što je učinio",2020-05-28
242,-1,1,NO,NO,NO,0,1,1,6,2402720,https://www.index.hr/clanak.aspx?id=2186277,Restart koalicija: Bošnjaković više ni sekunde ne smije biti ministar,2020-05-28
243,0,0,1,NO,NO,1,0,0,3,2402407,https://www.index.hr/clanak.aspx?id=2186404,Zvonimir Troskot objasnio zašto je naglo nestao iz javnosti,2020-05-28
244,-1,0,0,NO,NO,1,1,0,5,5832980,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/milorad-pupovac-za-dnevnik-hr-otkrio-zasto-mu-je-zao-sto-je-bio-u-plenkovicevoj-vladi-ako-ode-sa-skorom-pljunut-ce-na-sve-sto-je-ucinio---607137.html,"Pupovac za DNEVNIK.hr otkrio zašto mu je žao što je bio u Plenkovićevoj Vladi i poručio: ''Ako ode sa Škorom, pljunut će na sve što je učinio''",2020-05-28
245,1,0,0,NO,NO,1,0,0,5,2402644,https://www.index.hr/clanak.aspx?id=2186211,Krešimir Macan u Otvorenom: Ne bih se iznenadio da idemo na ponovljene izbore,2020-05-28
246,0,1,NO,NO,NO,1,0,0,3,2402773,https://www.index.hr/clanak.aspx?id=2186326,"Ministar Horvat: Milanović je u kampanji, više brani SDP od Bernardića",2020-05-28
247,NO,NO,NO,NO,1,0,1,0,4,2402781,https://www.index.hr/clanak.aspx?id=2186335,Pauletić: Dobivam vijesti da lešinari traže gdje mogu iščupati nešto protiv mene,2020-05-28
248,-1,NO,NO,NO,NO,1,0,0,5,2402406,https://www.index.hr/clanak.aspx?id=2186388,Penavina zamjenica kaže da se u Vukovaru mogu dogoditi neredi zbog popisa stanovnika,2020-05-28
249,0,0,NO,NO,1,1,0,0,4,411837,https://www.24sata.hr/news/skoro-referendumom-mozemo-vidjeti-sto-misle-nasi-gradani-695823,Škoro: Referendumom možemo vidjeti što misle naši građani,2020-05-28
250,1,1,NO,NO,NO,1,0,0,5,411485,https://www.24sata.hr/news/zustra-rasprava-oko-eu-novca-milijardu-eura-ste-izgubili-695926,Žustra rasprava oko EU novca: 'Milijardu eura ste izgubili...',2020-05-28
251,0,NO,0,NO,0,1,1,0,4,10018116,https://dnevnik.hr/vijesti/koronavirus/gost-dnevnika-nove-tv-komunikolog-jerko-trogrlic---607172.html,"Komunikacijski stručnjak o odnosu Milanovića i Plenkovića: ""Vrijeme je da izađu iz 3.b razreda i da se ponašaju dostojno funkcija""",2020-05-28
252,0,NO,NO,NO,NO,0,0,1,3,3554633,https://dnevnik.hr/vijesti/hrvatska/snimka-drazena-bosnjakovica-i-ratka-maceka---607074.html,"Ministar pravosuđa snimljen u restoranu s USKOK-ovim optuženikom: ""Mahnuo mi je i došao do mog stola""",2020-05-28
253,0,0,NO,NO,1,1,0,0,5,3526440,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/stranka-umirovljenika-u-koaliciji-s-domovinskim-pokretom---607146.html,Novo pojačanje: Stranka umirovljenika u koaliciji s Domovinskim pokretom,2020-05-28
254,0,0,NO,NO,NO,1,0,0,3,5835383,https://www.vecernji.hr/vijesti/stromar-hns-ce-nakon-izbora-koalirati-s-onim-tko-prihvati-najvise-iz-naseg-programa-1405539,Štromar: 'HNS će nakon izbora koalirati s onim tko prihvati najviše iz našeg programa',2020-05-27
255,-1,NO,NO,NO,NO,0,0,0,4,411946,https://www.24sata.hr/news/slavonci-su-nezadovoljni-a-ja-sam-previse-vezan-za-vukovar-695900,"'Slavonci su nezadovoljni, a ja sam previše vezan za Vukovar'",2020-05-28
256,0,1,-1,NO,NO,1,1,0,4,411891,https://www.24sata.hr/news/skoro-se-koristi-populizmom-ja-ne-vjerujem-u-takvu-politiku-695884,"'Škoro se koristi populizmom, ja ne vjerujem u takvu politiku'",2020-05-28
257,0,1,0,0,0,1,0,0,3,411856,https://www.24sata.hr/news/milanovic-uvijek-sjedim-s-jednim-spakiranim-koferom-695789,Milanović: 'Uvijek sjedim s jednim spakiranim koferom',2020-05-28
258,1,NO,NO,NO,NO,1,0,0,4,411925,https://www.24sata.hr/news/plenkovic-neka-se-ne-boji-ja-cu-biti-u-prvoj-izbornoj-jedinici-695904,"Plenković: 'Neka se ne boji, ja ću biti u prvoj izbornoj jedinici'",2020-05-28
259,0,NO,NO,NO,NO,1,0,0,3,4361875,https://www.vecernji.hr/vijesti/rad-trgovina-nedjeljom-vise-nije-opasnost-za-sirenje-epidemije-1405350,Rad trgovina nedjeljom više nije opasnost za širenje epidemije,2020-05-27
260,0,NO,NO,NO,NO,0,0,0,3,4293017,https://www.vecernji.hr/vijesti/raspudic-selak-izazvla-jandrokovica-ako-se-usudi-nek-testira-volju-naroda-1405557,"Raspudić Selak izazvala Jandrokovića: Ako se usudi, neka testira volju naroda",2020-05-27
261,-1,1,NO,NO,NO,1,0,0,5,7287233,https://www.vecernji.hr/vijesti/restart-koalicija-vece-place-i-mirovine-borba-protiv-korupcije-teritorijalni-preustroj-1405455,Restart koalicija predstavila program. Bernardić: Javna i državna uprava nakrcana su HDZ-ovim uhljebima,2020-05-27
262,-1,NO,NO,NO,1,1,1,0,5,6458968,https://www.vecernji.hr/vijesti/skoro-predstavlja-pojacanja-m-petir-i-k-vidovic-kristo-pridruzuju-se-domovinskom-pokretu-1405334,Tko su dame koje Škoro najavljuje: Petir i Vidović Krišto uskoro bi mogle pristupiti Domovinskom pokretu,2020-05-27
263,1,0,NO,NO,0,1,1,0,5,4292674,https://www.vecernji.hr/vijesti/u-strankama-vide-isto-vlast-se-valja-ulicama-i-treba-je-pokupiti-no-hoce-li-biraci-pohitati-na-biralista-iz-izolacije-1405278,U strankama vide isto: Vlast se valja ulicama i treba je pokupiti. No hoće li birači pohitati na birališta iz izolacije,2020-05-27
264,1,NO,NO,NO,NO,1,0,0,3,5022258,https://www.vecernji.hr/vijesti/baza-predlaze-ivu-stiera-i-kalmetu-ali-ne-bosnjakovica-i-sukera-1405362,"Baza predlaže Ivu Stiera i Kalmetu, ali ne Bošnjakovića i Šukera",2020-05-27
265,0,0,NO,NO,NO,1,1,0,5,7347894,https://www.vecernji.hr/vijesti/bernardicev-savez-ugrozava-lijevi-oporbeni-blok-u-zagrebu-koji-raste-na-temi-potresa-1405339,Bernardićev savez ugrožava lijevi oporbeni blok u Zagrebu koji raste na temi potresa,2020-05-27
266,0,0,NO,NO,NO,1,0,0,3,7319746,https://www.vecernji.hr/vijesti/mijic-o-pomoci-iz-eu-to-nisu-pokloni-nego-spustanje-gaca-za-novac-1405644,"Mijić o pomoći iz EU: 'To nisu pokloni, nego spuštanje gaća za novac'",2020-05-27
267,NO,1,NO,NO,NO,1,0,0,3,5983324,https://www.vecernji.hr/vijesti/obersnel-zeli-u-sabor-mogu-pomoci-sdp-u-1405571,Obersnel želi u Sabor: Mogu pomoći SDP-u,2020-05-27
268,1,-1,NO,NO,NO,1,0,0,5,7309731,https://www.vecernji.hr/vijesti/plenkovic-bernardic-nije-sposoban-biti-lider-oporbe-a-kamoli-voditi-hrvatsku-vladu-1405545,"Plenković: 'Bernardić nije sposoban biti lider oporbe, a kamoli voditi hrvatsku Vladu'",2020-05-27
269,-1,1,NO,NO,NO,1,0,0,5,1865341,https://www.jutarnji.hr/vijesti/hrvatska/restart-koalicija-predstavila-svoj-izborni-program-bernardic-ovo-je-pet-kljucnih-tocaka-naseg-programa-ovo-su-prioriteti-10345909,"RESTART KOALICIJA PREDSTAVILA SVOJ IZBORNI PROGRAM Bernardić: 'Ovo je pet ključnih točaka našeg programa, ovo su prioriteti'",2020-05-27
270,-1,NO,NO,1,-1,1,0,0,5,1868093,https://www.jutarnji.hr/vijesti/hrvatska/vec-su-peti-na-ljestvici-popularnosti-savez-lijevo-zelenih-pretendira-na-nekoliko-saborskih-mandata-doznali-smo-tko-ce-im-biti-najjaci-aduti-10344229,"VEĆ SU PETI NA LJESTVICI POPULARNOSTI! Savez lijevo-zelenih pretendira na nekoliko saborskih mandata, doznali smo tko će im biti najjači aduti",2020-05-27
271,0,NO,NO,NO,0,1,1,0,4,1656685,https://www.jutarnji.hr/vijesti/hrvatska/video-kandidati-mosta-domovinskog-pokreta-i-hsls-a-odgovarali-su-na-nasa-pitanja-pogledajte-sto-misle-sladoljev-hrebak-i-hasanbegovic-10346971,"VIDEO: KANDIDATI MOSTA, DOMOVINSKOG POKRETA I HSLS-a ODGOVARALI SU NA NAŠA PITANJA Pogledajte što misle Sladoljev, Hrebak i Hasanbegović",2020-05-27
272,NO,NO,NO,NO,1,1,0,0,4,1656800,https://www.jutarnji.hr/vijesti/hrvatska/skorin-domovinski-pokret-otkrio-novo-pojacanje-pridruzila-im-se-poznata-hrt-ova-novinarka-i-urednica-konzervativne-orijentacije-10346509,ŠKORIN DOMOVINSKI POKRET OTKRIO NOVO POJAČANJE Pridružila im se poznata HRT-ova novinarka i urednica konzervativne orijentacije,2020-05-27
273,-1,-1,NO,NO,NO,0,0,1,4,7909750,https://www.vecernji.hr/vijesti/ante-sanader-bernardic-lazima-pokusava-prikriti-vlastitu-nekompetenciju-1405483,Ante Sanader: Bernardić lažima pokušava prikriti vlastitu nekompetenciju,2020-05-27
274,-1,NO,NO,NO,NO,0,1,0,4,1864387,https://www.jutarnji.hr/vijesti/hrvatska/marija-selak-raspudic-tvrdi-da-je-njezin-suprug-jandrokoviceva-nocna-mora-prepao-se-pozivam-ga-da-se-stavi-na-zadnje-mjesto-na-izbornoj-listi-10347352,MARIJA SELAK RASPUDIĆ TVRDI DA JE NJEZIN SUPRUG JANDROKOVIĆEVA NOĆNA MORA 'Prepao se! Pozivam ga da se stavi na zadnje mjesto na izbornoj listi',2020-05-27
275,1,-1,NO,NO,NO,1,0,0,5,1860384,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-o-bernardicu-on-nije-sposoban-biti-lider-oporbe-a-kamoli-voditi-vladu-o-grbi-bujevic-osobno-je-poznajem-ne-cudi-me-da-je-predlozena-10347196,"PLENKOVIĆ O BERNARDIĆU 'On nije sposoban biti lider oporbe, a kamoli voditi Vladu; O GRBI BUJEVIĆ 'Osobno je poznajem, ne čudi me da je predložena'",2020-05-27
