"",HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
2174,0,NO,NO,NO,NO,1,0,0,3,10430975,https://www.24sata.hr/news/izetbegovic-poziva-hrvate-na-suradnju-s-bosnjacima-prijetnja-nam-je-srpski-svijet-838285,Izetbegović poziva Hrvate na suradnju s Bošnjacima: 'Prijetnja nam je srpski svijet',2022-05-26
2175,-1,NO,NO,NO,NO,1,0,0,5,11227759,https://www.24sata.hr/news/kljuc-hrvatske-zatrazio-ocjenu-ustavnosti-izbornog-zakona-838213,Ključ Hrvatske zatražio ocjenu ustavnosti izbornog zakona,2022-05-26
2176,1,NO,NO,NO,NO,1,0,0,5,10226353,https://www.24sata.hr/news/majda-buric-vlada-je-pokazala-razumijevanje-za-skolsku-problematiku-gorskog-kotara-838300,Majda Burić: 'Vlada je pokazala razumijevanje za školsku problematiku Gorskog kotara',2022-05-26
2177,0,NO,NO,NO,NO,0,0,0,2,11211953,https://www.24sata.hr/news/pregled-kandidata-za-splitskog-gradonacelnika-dogasa-je-hdz-u-nametnula-biznis-zajednica-836560,Pregled kandidata za splitskog gradonačelnika: Đogaša je HDZ-u nametnula biznis zajednica,2022-05-25
2178,0,0,NO,NO,NO,1,1,0,5,11229837,https://www.24sata.hr/news/puljak-centar-o-corusicu-gdje-su-hlk-i-udruga-lijecnika-837924,Puljak (Centar) o Ćorušiću: Gdje su HLK i Udruga liječnika?,2022-05-25
2179,1,-1,0,NO,0,1,0,0,5,11069990,https://www.24sata.hr/news/raste-pesimizam-raste-i-hdz-a-milanovic-prvi-put-ispod-50-838053,"Raste pesimizam, raste i HDZ, a Milanović prvi put ispod 50 %",2022-05-25
2180,NO,-1,1,0,NO,1,1,1,5,11229846,https://www.24sata.hr/news/selak-raspudic-tvrdi-umjesto-korupcije-ljevicu-zanimaju-jedino-ideoloske-teme-837952,"Selak Raspudić tvrdi: Umjesto korupcije, ljevicu zanimaju jedino ideološke teme",2022-05-25
2181,1,NO,NO,NO,1,1,1,0,4,11229812,https://www.24sata.hr/news/skupstina-klub-hdz-a-i-hsls-a-trazi-podatke-o-primanjima-rukovoditelja-zg-holdinga-837944,Skupština: Klub HDZ-a i HSLS-a traži podatke o primanjima rukovoditelja ZG Holdinga,2022-05-25
2182,NO,0,NO,NO,NO,0,0,1,3,11229859,https://www.24sata.hr/news/boris-lalovac-hnb-nista-ne-poduzima-u-vezi-s-inflacijom-cekaju-da-uzemo-u-eurozonu-836629,"Boris Lalovac: 'HNB ništa ne poduzima u vezi s inflacijom, čekaju da uđemo u eurozonu'",2022-05-25
2183,NO,0,NO,NO,0,1,0,0,3,11229858,https://www.24sata.hr/news/josko-klisovic-tvrdi-jedna-od-varijanti-je-i-da-gradska-plinara-opskrba-otide-u-stecaj-837968,Joško Klisović tvrdi: Jedna od varijanti je i da Gradska plinara Opskrba otiđe u stečaj...,2022-05-25
2184,0,NO,0,NO,NO,1,1,0,5,11072847,https://www.24sata.hr/news/kad-se-govori-o-zarobljenoj-drzavi-onda-se-niposto-ne-smije-preskociti-katolicku-crkvu-837908,"Kad se govori o 'zarobljenoj državi', onda se nipošto ne smije preskočiti Katoličku crkvu",2022-05-25
2185,0,1,1,1,0,1,0,0,5,11069946,https://www.24sata.hr/news/mozemo-narucilo-anketu-60-posto-zagrepcana-podrzava-tomasevica-vecina-i-za-rezove-838011,"Možemo naručilo anketu: 60 posto Zagrepčana podržava Tomaševića, većina i za rezove",2022-05-25
2186,1,-1,-1,NO,NO,1,0,0,5,11072591,https://www.24sata.hr/news/odbor-za-financije-podrzao-corica-za-viceguvernera-hnb-a-837897,Odbor za financije podržao Ćorića za viceguvernera HNB-a,2022-05-25
2187,1,NO,0,NO,NO,1,0,0,3,11067469,https://www.24sata.hr/news/radio-sam-pobacaje-do-priziva-savjesti-zenu-kojoj-sam-izvadio-krivi-jajnik-nisam-bitno-ostetio-837246,Radio sam pobačaje do priziva savjesti. Ženu kojoj sam izvadio krivi jajnik nisam bitno oštetio,2022-05-22
2188,0,NO,1,NO,1,1,0,0,5,11067556,https://www.24sata.hr/news/hrejting-za-73-posto-ispitanika-zabrana-pobacaja-neprihvatljiva-837283,HRejting: Za 73 posto ispitanika zabrana pobačaja neprihvatljiva,2022-05-22
2189,1,NO,NO,NO,NO,1,0,0,3,11069648,https://www.24sata.hr/news/bacic-o-neredima-na-autocesti-to-je-neprihvatljivo-potrebne-su-nam-prevencija-i-edukacija-837520,"Bačić o neredima na autocesti: To je neprihvatljivo, potrebne su nam prevencija i edukacija...",2022-05-23
2190,-1,1,0,0,NO,1,1,0,6,11229486,https://www.24sata.hr/news/otkazuje-li-ljevica-poslusnost-novopecenom-heroju-desnice-837371,Otkazuje li ljevica poslušnost novopečenom heroju desnice?,2022-05-23
2191,1,NO,NO,NO,NO,1,0,0,5,11069631,https://www.24sata.hr/news/vucic-srbi-nisu-ubijali-hrvate-u-glini-nego-hrvati-srbe-bacic-takve-izjave-su-neprihvatljive-837529,"Vučić: Srbi nisu ubijali Hrvate u Glini, nego Hrvati Srbe; Bačić: Takve izjave su neprihvatljive!",2022-05-23
2192,-1,NO,NO,NO,1,0,1,0,5,11228311,https://www.24sata.hr/news/cipe-ogorcen-reakcijom-na-optuznicu-iz-srbije-medved-je-smokvin-list-plenkoviceve-vlade-836861,Ćipe ogorčen reakcijom na optužnicu iz Srbije: Medved je smokvin list Plenkovićeve Vlade,2022-05-20
2193,1,NO,NO,NO,NO,1,0,0,5,11068366,https://www.24sata.hr/news/covic-katastrofalna-bi-greska-bila-da-se-hns-bih-opredijeli-izmedu-milanovica-i-plenkovica-836952,Čović: 'Katastrofalna bi greška bila da se HNS BiH opredijeli između Milanovića i Plenkovića',2022-05-20
2194,-1,0,NO,NO,NO,0,1,0,5,11069072,https://www.24sata.hr/news/grlic-radman-milanovicu-doista-nije-lako-a-mozda-ponekad-nije-ni-dobro-837111,"'Predsjedniku doista nije lako, a možda ponekad nije ni dobro...'",2022-05-21
2195,NO,NO,-1,NO,NO,1,0,0,3,11069016,https://www.24sata.hr/news/ministarstvo-branitelja-tvrdi-cista-je-laz-grmojina-tvrdnja-837108,Ministarstvo branitelja tvrdi: Čista je laž Grmojina tvrdnja,2022-05-21
2196,1,NO,NO,NO,NO,1,0,1,5,10265029,https://www.24sata.hr/news/zasto-je-slom-pucana-u-eu-prestrasio-plenkovica-vise-nije-siguran-kako-ce-do-polozaja-836557,Zašto je slom pučana u EU prestrašio Plenkovića: Više nije siguran kako će do položaja,2022-05-21
2197,0,NO,-1,NO,NO,1,1,1,4,11227558,https://www.24sata.hr/news/zekanovic-petrov-mora-dati-ostavku-grmoja-rijec-je-o-spasavanju-vojnika-andreja-836628,Zekanović: Petrov mora dati ostavku; Grmoja: Riječ je o 'spašavanju vojnika Andreja',2022-05-19
2198,-1,0,NO,NO,NO,0,0,1,5,11228246,https://www.24sata.hr/news/platit-ce-kaznicu-i-mirna-bosna-notorni-zmukler-i-prevarant-cudo-da-si-nije-dodijelio-zgradu-836895,Platit će kaznicu i mirna Bosna. Notorni žmukler i prevarant. Čudo da si nije dodijelio zgradu,2022-05-20
2199,1,1,1,0,-1,1,0,0,4,10428659,https://www.24sata.hr/news/hdz-i-dalje-na-vrhu-sdp-raste-a-domovinski-pokret-je-u-padu-836979,"HDZ i dalje na vrhu, SDP raste, a Domovinski pokret je u padu",2022-05-20
2200,1,NO,NO,NO,NO,1,1,0,6,11068390,https://www.24sata.hr/news/hdz-se-obrusio-na-milanovica-pakostan-iskompleksiran-i-ljubomoran-je-na-plenkovica-836961,"HDZ se obrušio na Milanovića: Pakostan, iskompleksiran i ljubomoran je na Plenkovića",2022-05-20
2201,-1,0,NO,NO,NO,0,1,0,4,11228252,https://www.24sata.hr/news/milanovic-stigao-u-zabok-na-dan-grada-uskoro-ce-dati-izjavu-836875,"Milanović: 'Fućkaš Šveđane, taj švedski fašist mrzi muslimane. S takvima ne želim imati posla'",2022-05-20
2202,-1,NO,NO,NO,NO,0,1,1,6,11067685,https://www.24sata.hr/news/dalija-oreskovic-zakon-o-vladi-ne-vrijedi-nista-dok-nema-optuznica-protiv-skupine-borg-836681,Dalija Orešković: Zakon o Vladi ne vrijedi ništa dok nema optužnica protiv skupine Borg,2022-05-19
2203,-1,NO,-1,NO,NO,0,1,1,5,10443028,https://www.24sata.hr/news/karamarko-dirigirani-pijuni-su-nanijeli-hrvatskoj-stetu-koja-ce-se-mozda-mjeriti-milijardama-836508,Karamarko: Dirigirani pijuni su nanijeli Hrvatskoj štetu koja će se možda mjeriti milijardama,2022-05-19
2204,0,0,-1,NO,NO,1,1,0,5,11227573,https://www.24sata.hr/news/most-nije-imao-problem-sa-zarobljenom-drzavom-sve-dok-je-sam-drzao-kljuceve-tamnice-836616,Most nije imao problem sa 'zarobljenom državom' sve dok je sam držao ključeve tamnice,2022-05-19
2205,0,1,-1,NO,NO,1,1,0,5,11067725,https://www.24sata.hr/news/nove-akcije-lijevo-liberalne-oporbe-razmatramo-kako-u-ustav-vratiti-pravo-na-pobacaj-836428,Nove akcije lijevo-liberalne oporbe: 'Razmatramo kako u Ustav vratiti pravo na pobačaj',2022-05-19
2206,1,NO,0,NO,NO,1,0,0,5,11067695,https://www.24sata.hr/news/uzivo-presica-plenkovica-836679,"Plenković o Milanoviću: Nema zanoktice vjerodostojnosti, u Sarajevu je agitirao za Komšića",2022-05-19
2207,-1,NO,NO,NO,NO,0,1,0,5,11228136,https://www.24sata.hr/news/zadaca-zastupnika-nije-pozivati-dorh-i-institucije-na-hapsenja-zastupnica-mora-biti-zdrava-836390,Zadaća zastupnika nije pozivati DORH i institucije na hapšenja... zastupnica mora biti zdrava,2022-05-18
2208,-1,NO,NO,NO,NO,1,0,0,6,10443032,https://www.24sata.hr/news/dalija-oreskovic-odlukom-o-karamarku-onemogucuje-se-preispitivanje-plenkovica-836383,Dalija Orešković: Odlukom o Karamarku onemogućuje se preispitivanje Plenkovića,2022-05-18
2209,NO,1,NO,NO,NO,1,0,1,5,11068223,https://www.24sata.hr/news/grbin-progresivna-oporba-zeli-u-ustavu-pravo-zena-na-izbor-836430,Grbin: 'Progresivna oporba želi u Ustavu pravo žena na izbor',2022-05-18
2210,1,NO,NO,NO,NO,1,0,0,5,10382451,https://www.24sata.hr/news/hdz-ovac-pegla-situaciju-sa-sefovim-pozivom-dorh-u-tema-milanovica-je-bila-usput-836330,HDZ-ovac 'pegla' situaciju sa šefovim pozivom DORH-u: 'Tema Milanovića je bila usput',2022-05-18
2211,0,NO,0,NO,NO,1,1,0,5,11228148,https://www.24sata.hr/news/milanovic-bi-ukidao-uhicivao-bacao-u-smece-jer-destrukcija-mu-je-puno-laksa-i-popularnija-836332,"Milanović bi ukidao, uhićivao, bacao u smeće. Jer destrukcija mu je puno lakša. I popularnija.",2022-05-18
2212,1,NO,NO,NO,NO,1,0,1,5,11068660,https://www.24sata.hr/news/uzivo-plenkovic-daje-izjave-nakon-sastanka-s-koalicijom-836171,VIDEO Plenković za Milanovića: 'Moskovski huškač huška već mjesec dana. To je nedopustivo',2022-05-17
2213,0,NO,NO,NO,NO,1,0,1,3,10443031,https://www.24sata.hr/news/visoki-upravni-sud-pravomocno-ponistio-odluku-o-karamarkovu-sukobu-interesa-iz-2016-godine-836144,Visoki upravni sud pravomoćno poništio odluku o Karamarkovu sukobu interesa iz 2016. godine,2022-05-17
2214,-1,NO,0,NO,NO,1,0,0,4,10321336,https://www.24sata.hr/news/cacic-tvrdi-nedopustiv-je-priziv-savjesti-ginekologa-kojima-placamo-specijalizaciju-836145,Čačić tvrdi: Nedopustiv je priziv savjesti ginekologa kojima plaćamo specijalizaciju,2022-05-17
2215,1,NO,NO,NO,NO,1,0,0,6,11228588,https://www.24sata.hr/news/sto-je-za-dorh-opasnije-kad-ga-milanovic-otvoreno-pritisce-ili-kad-ga-plenkovic-tajno-brani-836101,Što je za DORH opasnije: kad ga Milanović otvoreno pritišće ili kad ga Plenković tajno brani?,2022-05-17
2216,-1,NO,NO,NO,NO,0,1,1,5,11228181,https://www.24sata.hr/news/uzivo-izvanredna-konferencija-za-medije-zorana-milanovica-836352,"'Plenković je bio standardno bahat i nepromišljen, napravio je svinjariju, a danas laže!'",2022-05-18
2217,NO,1,NO,NO,NO,1,0,0,5,11228602,https://www.24sata.hr/news/ako-se-ne-reagira-odmah-ljudi-ce-zavrsiti-u-siromastvu-836108,"'Ako se ne reagira odmah, ljudi će završiti u siromaštvu'",2022-05-17
2218,-1,NO,NO,NO,NO,1,0,1,5,11228593,https://www.24sata.hr/news/milanovic-na-svecanoj-sjednici-zupanijske-skupstine-u-sibeniku-836093,Banožić kleveće čovjeka koji je riskirao svoj život 1992. godine. Koliko je to nizak oblik života...,2022-05-17
2219,-1,NO,0,1,NO,1,0,1,6,11068703,https://www.24sata.hr/news/plenkovic-ne-samo-da-zadire-u-rad-dorh-a-nego-ga-pokusava-i-voditi-a-banozic-treba-otici-836149,Plenković ne samo da zadire u rad DORH-a nego ga pokušava i voditi. A Banožić treba otići,2022-05-17
2220,-1,NO,1,NO,NO,1,0,0,6,11228598,https://www.24sata.hr/news/most-o-odluci-ustavnog-suda-836074,Most: Ustavni sud je poručio da je 400.000 građana glupo. Oni su džuboks želja Plenkovića,2022-05-17
2221,-1,1,NO,NO,NO,1,0,0,5,10635707,https://www.24sata.hr/news/sdp-banozic-i-hdz-napadaju-legendarne-zapovjednike-bez-stranacke-iskaznice-836086,SDP: Banožić i HDZ napadaju legendarne zapovjednike bez stranačke iskaznice,2022-05-17
2222,NO,1,NO,NO,NO,1,0,0,5,11229423,https://www.24sata.hr/news/peda-grbin-tvrdi-ustavni-sud-si-je-dao-za-pravo-odlucivati-sto-moze-a-sto-ne-smije-u-ustav-835898,"Peđa Grbin tvrdi: Ustavni sud si je dao za pravo odlučivati što može, a što ne smije u Ustav",2022-05-16
2223,1,-1,NO,NO,NO,1,0,0,5,11069558,https://www.24sata.hr/news/plenkovic-rjesenje-za-bih-necemo-imati-egzibicionizmom-predsjednika-nase-drzave-835969,Plenković: Rješenje za BiH nećemo imati egzibicionizmom predsjednika naše države,2022-05-16
2224,1,0,NO,NO,NO,1,1,0,6,11229443,https://www.24sata.hr/news/u-paklu-detudmanizacije-kako-se-plenkovic-s-milanovicem-bori-za-titulu-novog-franje-tudmana-835822,U paklu detuđmanizacije: Kako se Plenković s Milanovićem bori za titulu novog Franje Tuđmana,2022-05-16
2225,-1,NO,1,NO,NO,0,1,0,5,11069599,https://www.24sata.hr/news/milanovic-napao-ustavni-sud-to-je-gazenje-ustava-strasno-je-sto-se-dogodilo-treba-ih-ukinuti-835916,"VIDEO Milanović napao Ustavni sud: 'Ukinimo ga, nema razloga postojati nakon ovog, strašno...'",2022-05-16
2226,1,-1,NO,NO,NO,1,0,0,5,11069554,https://www.24sata.hr/news/sastao-se-vrh-hdz-a-ocekuju-se-izjave-premijera-plenkovica-835934,"VIDEO Plenković o Milanoviću i Ustavnom sudu: 'Sjajno, još jedna briljantna umotvorina'",2022-05-16
2227,NO,NO,0,NO,NO,1,0,0,3,11069592,https://www.24sata.hr/news/marija-selak-raspudic-reagirala-na-optuzbe-da-je-vrsila-pritisak-na-hininu-novinarku-to-je-laz-835955,Marija Selak Raspudić reagirala na optužbe da je vršila pritisak na Hininu novinarku: To je laž!,2022-05-16
2228,NO,1,NO,NO,NO,1,0,0,4,11211954,https://www.24sata.hr/news/matijevic-sdp-split-treba-biti-grad-po-mjeri-radnika-835851,Matijević (SDP): Split treba biti grad po mjeri radnika,2022-05-16
2229,-1,NO,-1,NO,NO,0,1,1,6,11069566,https://www.24sata.hr/news/miro-bulj-ovo-je-diktatura-a-plenkovic-je-putin-na-kvadrat-835958,"Miro Bulj: Ovo je diktatura, a Plenković je Putin na kvadrat!",2022-05-16
2230,-1,NO,1,NO,NO,1,0,0,5,11229407,https://www.24sata.hr/news/most-tvrdi-to-je-kapitulacija-ustavnog-suda-ali-i-hdz-a-835880,"Most: To nije samo kapitulacija Ustavnog suda, nego i HDZ-a...",2022-05-16
2231,NO,NO,-1,NO,NO,1,0,0,5,10443024,https://www.24sata.hr/news/petrov-i-grmoja-o-odluci-suda-ustavni-suci-nisu-nikakvi-suci-proglasili-su-ljude-glupima-835978,"Petrov i Grmoja o odluci suda: Ustavni suci nisu nikakvi suci, proglasili su ljude glupima",2022-05-16
2232,1,NO,NO,NO,1,1,0,0,5,11227940,https://www.24sata.hr/news/100-godina-od-rodenja-franje-tudmana-dio-desnice-slavi-u-zagrebu-a-dio-u-vukovaru-835461,"100 godina od rođenja Franje Tuđmana: Dio desnice slavi u Zagrebu, premijer pali svijeću",2022-05-14
2233,1,NO,NO,NO,1,0,0,1,3,11067955,https://www.24sata.hr/news/nevenka-s-hdz-om-u-velikom-trgoviscu-brat-stjepan-nije-isao-u-vukovar-emotivan-je-covjek-835556,"Nevenka s HDZ-om u Velikom Trgovišću, brat Stjepan nije išao u Vukovar: 'Emotivan je čovjek'",2022-05-14
2234,NO,1,NO,NO,NO,0,1,0,3,11227890,https://www.24sata.hr/news/sdp-tudman-nas-je-volio-kao-mi-njega-kakav-je-takav-je-zagorac-i-partizan-nas-je-835516,"SDP: 'Tuđman nas je volio kao mi njega. Kakav je, takav je, Zagorac i partizan, naš je'",2022-05-14
2235,NO,NO,NO,NO,1,0,1,0,4,11067414,https://www.24sata.hr/news/ivan-penava-prikrivanje-i-zapostavljanje-blajburskih-zrtava-ponovni-je-pucanj-u-njih-835663,Ivan Penava: Prikrivanje i zapostavljanje blajburških žrtava ponovni je pucanj u njih,2022-05-15
2236,-1,NO,NO,NO,NO,0,0,1,5,11229440,https://www.24sata.hr/news/milanovic-u-slavonskom-brodu-835812,"'Banožića treba utamničiti, on je čovjek koji se bavi kriminalom i pogoduje. Da šutim o tome?!'",2022-05-16
2237,-1,1,0,0,NO,1,1,0,5,11227238,https://www.24sata.hr/news/krenulo-glasanje-u-saboru-prvo-o-raspustanju-sabora-835329,"Novi Zakon o pobačaju odbijen, ali su za njega glasali SDSS i HSLS, koalicijski partneri HDZ-a",2022-05-13
2238,NO,NO,-1,NO,NO,1,0,0,5,11067179,https://www.24sata.hr/news/sabor-usvojio-zakon-o-uvodenju-eura-kao-sluzbene-valute-u-rh-835357,Sabor usvojio Zakon o uvođenju eura kao službene valute u RH,2022-05-13
2239,0,0,NO,NO,0,1,1,0,5,10629746,https://www.24sata.hr/news/saborski-odbor-odbio-sdp-ov-zakon-rasprava-je-trajala-do-4-ujutro-a-glasanje-je-u-podne-835296,"Saborski odbor odbio SDP-ov zakon, rasprava je trajala do 4 ujutro, a glasanje je u podne",2022-05-13
2240,1,NO,NO,NO,NO,1,0,0,3,11227242,https://www.24sata.hr/news/sutra-je-stota-obljetnica-rodenja-prvog-hrvatskog-predsjednika-835256,Sutra je stota obljetnica rođenja prvog hrvatskog predsjednika,2022-05-13
2241,1,NO,NO,NO,NO,1,0,0,7,11068001,https://www.24sata.hr/news/proslava-u-lisinskom-dosli-su-plenkovic-seks-bivsi-minstri-835566,Malo koji državnik 20. st. može se mjeriti s njim po povijesnom značaju za vlastitu naciju,2022-05-14
2242,-1,1,NO,NO,NO,1,1,0,5,10225385,https://www.24sata.hr/news/glasovac-prekid-trudnoce-mora-biti-legalan-siguran-i-dostupan-835224,"Glasovac: Prekid trudnoće mora biti legalan, siguran i dostupan",2022-05-12
2243,NO,1,NO,NO,NO,1,0,0,6,10344335,https://www.24sata.hr/news/u-saboru-danas-o-zakonu-o-pobacaju-sjednicu-je-otvorio-vatikanski-drzavni-tajnik-835121,"U Saboru danas o Zakonu o pobačaju, sjednicu je otvorio vatikanski državni tajnik",2022-05-12
2244,-1,0,0,1,-1,1,1,0,6,11227286,https://www.24sata.hr/news/desna-oporba-zakon-o-pobacaju-negira-pravo-na-zivot-835247,Desna oporba: Zakon o pobačaju negira pravo na život,2022-05-13
2245,-1,NO,NO,NO,NO,1,0,0,4,11227265,https://www.24sata.hr/news/kekin-nakon-nocne-rasprave-ne-postoji-slika-koja-bolje-pokazuje-koliko-u-hdz-u-mare-za-zene-835274,Kekin: 'Ne postoji slika koja bolje pokazuje koliko HDZ i desna oporba mare za žene',2022-05-13
2246,NO,1,1,NO,NO,0,0,1,7,11067185,https://www.24sata.hr/news/milanovic-o-aferi-koju-su-otkrila-24sata-to-je-kriminal-sto-on-radi-u-vladi-sto-ceka-dorh-835351,Milanović o aferi koju su otkrila 24sata: To je kriminal! Što on radi u Vladi? Što čeka DORH?,2022-05-13
2247,1,NO,NO,NO,NO,1,0,0,3,11069103,https://www.24sata.hr/news/komsic-michel-dolazi-u-bih-bez-pregovora-o-izbornom-zakonu-834897,"Komšić: Michel dolazi u BiH, bez pregovora o izbornom zakonu",2022-05-11
2248,0,-1,1,NO,NO,1,0,0,3,11229002,https://www.24sata.hr/news/oporba-u-saboru-ujednaciti-kriterije-za-upis-djece-u-vrtic-svi-moraju-imati-jednaka-prava-834892,"Oporba u Saboru: Ujednačiti kriterije za upis djece u vrtić, svi moraju imati jednaka prava",2022-05-11
2249,NO,NO,NO,NO,1,1,0,0,4,11069104,https://www.24sata.hr/news/poduzetnik-zlodre-kandidat-je-domovinskog-pokreta-za-split-834913,Poduzetnik Zlodre kandidat je Domovinskog pokreta za Split,2022-05-11
2250,1,-1,NO,NO,NO,1,0,0,5,11069769,https://www.24sata.hr/news/oporba-na-traumi-cavajde-zeli-skupiti-politicke-poene-835145,Oporba na traumi Čavajde želi skupiti političke poene...,2022-05-12
2251,0,NO,NO,NO,NO,0,0,1,3,11229657,https://www.24sata.hr/news/filipovic-je-mogao-biti-svatko-ili-nitko-bitan-je-samo-plenkovic-833553,Filipović je mogao biti svatko ili nitko. Bitan je samo Plenković,2022-05-12
2252,0,1,1,NO,NO,1,0,0,4,11227460,https://www.24sata.hr/news/most-trazi-hitnu-odluku-ustavnog-suda-o-referendumskim-inicijativama-834599,Most traži hitnu odluku Ustavnog suda o referendumskim inicijativama,2022-05-10
2253,-1,1,NO,NO,NO,0,0,0,3,11067307,https://www.24sata.hr/news/vidovic-socijaldemokrati-biracima-nude-alternativu-834717,Vidović: Socijaldemokrati biračima nude alternativu,2022-05-10
2254,1,NO,NO,NO,NO,1,0,0,3,11229027,https://www.24sata.hr/news/uzivo-milanovic-je-na-fer-u-834768,"'Orban ima neke komplekse, a Plenković i Jesenjin sa Zrinjevca ga napadaju, prave se macani'",2022-05-11
2256,1,NO,NO,NO,NO,1,0,0,3,11229025,https://www.24sata.hr/news/hrvatski-drzavni-arhiv-spustio-orbanu-gospodin-je-zalutao-madari-nikad-nisu-imali-more-834838,"Hrvatski državni arhiv 'spustio' Orbanu: 'Gospodin je zalutao, Mađari nikad nisu imali more'",2022-05-11
2257,0,NO,-1,NO,NO,1,0,0,3,11068141,https://www.24sata.hr/news/majic-ministar-malenica-bi-trebao-preuzet-odgovornost-834463,Majić: 'Ministar Malenica bi trebao preuzet odgovornost',2022-05-09
2258,0,NO,NO,NO,NO,1,0,0,2,11068160,https://www.24sata.hr/news/ministar-malenica-gradsko-vijece-trilja-nastavlja-rad-834443,Ministar Malenica: 'Gradsko vijeće Trilja nastavlja rad',2022-05-09
2259,NO,NO,1,NO,1,1,0,0,5,11227993,https://www.24sata.hr/news/penava-100-obljetnica-rodenja-franje-tudmana-obiljezit-ce-se-14-svibnja-u-vukovaru-834335,Penava: 100. obljetnica rođenja Franje Tuđmana obilježit će se 14. svibnja u Vukovaru,2022-05-09
2260,-1,NO,NO,NO,NO,1,0,0,7,10629744,https://www.24sata.hr/news/kekin-o-slucaju-mirele-cavajde-hrvatska-ce-se-tesko-izboriti-za-bolje-uvjete-za-zene-uz-hdz-834684,Kekin o slučaju Mirele Čavajde: Hrvatska će se teško izboriti za bolje uvjete za žene uz HDZ,2022-05-10
2261,1,0,NO,0,NO,1,0,0,3,10228674,https://www.24sata.hr/news/lajavci-na-vrhu-senf-kao-da-ne-postoji-a-ostalih-ni-na-vidiku-nema-strukturirane-opozicije-834401,"Lajavci na vrhu, Senf kao da ne postoji, a ostalih ni na vidiku: 'Nema strukturirane opozicije'",2022-05-10
2262,1,NO,NO,NO,NO,1,1,0,3,11069883,https://www.24sata.hr/news/rojs-bilo-je-prijetecih-poruka-prije-bi-mi-ruka-otpala-nego-da-ja-povucem-svoj-potpis-834140,"Rojs: Udba je prošlost, nema Udbe. Bilo je prijetećih poruka, ja kod svog potpisa stojim",2022-05-08
2263,1,NO,NO,NO,NO,1,0,0,4,11069884,https://www.24sata.hr/news/dogas-izborit-cemo-se-da-split-bude-domacin-europskih-sportskih-igara-2027-godine-834139,Đogaš: Izborit ćemo se da Split bude domaćin Europskih sportskih igara 2027. godine,2022-05-08
2264,NO,1,NO,NO,NO,1,1,0,4,11227986,https://www.24sata.hr/news/da-nije-bilo-partizanske-borbe-ne-bi-bilo-danasnje-hrvatske-834280,"'Da nije bilo partizanske borbe, ne bi bilo današnje Hrvatske'",2022-05-09
2265,0,1,NO,NO,-1,1,0,0,5,11068189,https://www.24sata.hr/news/gradani-o-sukobu-milanovica-i-plenkovica-podjednako-su-u-krivu-karakteri-im-se-ne-slazu-834436,"Građani o sukobu Milanovića i Plenkovića: Podjednako su u krivu, karakteri im se ne slažu",2022-05-09
2266,NO,-1,NO,-1,NO,1,0,0,3,11073273,https://www.24sata.hr/news/hsls-zagrebacka-vlast-ignorira-gradane-koji-zele-park-za-pse-834318,HSLS: Zagrebačka vlast ignorira građane koji žele park za pse,2022-05-09
2267,-1,0,0,NO,NO,0,1,1,5,11068583,https://www.24sata.hr/news/posvadali-se-beljak-i-bedekovic-pljustale-opomene-jandrokovic-oduzeo-rijec-beljaku-hdz-zlo-833813,"Posvađali se Beljak i Bedeković, pljuštale opomene, Jandroković oduzeo riječ Beljaku: 'HDZ zlo'",2022-05-06
2268,NO,0,NO,NO,NO,0,0,1,3,11069404,https://www.24sata.hr/news/nikoga-vise-ne-cudi-lakoca-kojom-cuvaju-svoje-povlastice-vrana-vrani-oci-ne-kopa-833947,Nikoga više ne čudi lakoća kojom čuvaju svoje povlastice. Vrana vrani oči ne kopa,2022-05-07
2269,1,NO,NO,NO,NO,1,0,0,4,11069380,https://www.24sata.hr/news/covic-novi-krug-pregovora-o-izbornoj-reformi-organizirat-cemo-u-sljedecih-deset-dana-834000,Čović: Novi krug pregovora o izbornoj reformi organizirat ćemo u sljedećih deset dana,2022-05-07
2270,-1,NO,NO,NO,NO,1,0,0,4,10341292,https://www.24sata.hr/news/plan-za-stvaranje-anemicnog-zokija-plenkoviceva-akcija-s-rusima-i-ministrom-banozicem-833544,Plan za stvaranje anemičnog Zokija: Plenkovićeva akcija s Rusima i ministrom Banožićem,2022-05-08
2271,-1,0,0,NO,NO,1,1,0,5,11229737,https://www.24sata.hr/news/puljak-nas-model-je-model-reda-i-javnih-interesa-a-hdz-ov-su-klijentelizam-i-korupcija-834123,"Puljak: Naš model je model reda i javnih interesa, a HDZ-ov su klijentelizam i korupcija",2022-05-08
2272,-1,NO,NO,NO,NO,1,1,0,6,11068507,https://www.24sata.hr/news/neobjasnjivo-mi-je-da-jedan-dio-zena-punim-srcem-podrzava-ultrakonzervativnu-revoluciju-833796,Neobjašnjivo mi je da jedan dio žena punim srcem podržava ultrakonzervativnu revoluciju,2022-05-06
2273,NO,1,0,NO,NO,1,0,0,5,11068580,https://www.24sata.hr/news/nisam-za-zakonsku-zabranu-ali-niti-da-se-pobacaj-shvaca-kao-zensko-emancipacijsko-pravo-833820,"'Nisam za zakonsku zabranu, ali niti da se pobačaj shvaća kao žensko emancipacijsko pravo'",2022-05-06
